#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/wps/portal/wcc/home/dataAccessHelp/helpCenters/reportGeneratorHelp/
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 921: Elk Cabin, NM
# 
# Data items provided in this file:
#
# Element Name           Value Type  Function Type  Function Duration             Base Data  Measurement Units  Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent  Value       None           Instantaneous - Start of Day  N/A        Inches             N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Elk Cabin (921) 
# New Mexico  SNOTEL Site - 8239 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Nov 3, 2022 8:04:01 AM GMT-08:00
#
Water Year,Day,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep
1998,27,0.2,1.4,3.7,4.2,5.3,5.6,0.2,0.0,0.0,0.0,0.0,0.0
1998,28,0.2,1.5,3.9,4.2,5.3,5.8,0.1,0.0,0.0,0.0,0.0,0.0
1998,29,0.1,1.6,3.9,4.2,,5.7,0.0,0.0,0.0,0.0,0.0,0.0
1998,30,0.1,1.6,3.9,4.2,,5.6,0.0,0.0,0.0,0.0,0.0,0.0
1998,31,0.0,,3.9,4.2,,5.6,,0.0,,0.0,0.0,
1999,01,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,02,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,03,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0
1999,04,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
1999,05,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
1999,06,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
1999,07,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
1999,08,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0
1999,09,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0
1999,10,0.0,0.2,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0
1999,11,0.0,0.2,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0
1999,12,0.0,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0
1999,13,0.0,0.2,0.0,0.0,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0
1999,14,0.0,0.2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
1999,15,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
1999,16,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0
1999,17,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
1999,18,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
1999,19,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
1999,20,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
1999,21,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
1999,22,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
1999,23,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,24,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,25,0.0,0.0,0.0,0.7,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
1999,26,0.0,0.0,0.0,0.7,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
1999,27,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,28,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,29,0.0,0.0,0.0,0.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,30,0.0,0.0,0.0,0.6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,31,0.0,,0.0,0.6,,0.0,,0.0,,0.0,0.0,
2000,01,0.0,0.0,0.2,0.6,0.8,0.0,0.3,0.0,0.0,0.0,0.0,0.0
2000,02,0.0,0.0,0.2,0.7,0.8,0.3,0.4,0.0,0.0,0.0,0.0,0.0
2000,03,0.0,0.0,0.2,0.7,0.9,0.6,0.4,0.0,0.0,0.0,0.0,0.0
2000,04,0.0,0.0,0.4,0.7,0.9,0.6,0.4,0.0,0.0,0.0,0.0,0.0
2000,05,0.0,0.0,0.4,0.7,0.9,0.6,0.3,0.0,0.0,0.0,0.0,0.0
2000,06,0.0,0.0,0.4,0.7,0.9,0.6,0.2,0.0,0.0,0.0,0.0,0.0
2000,07,0.0,0.0,0.4,0.7,0.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0
2000,08,0.0,0.0,0.4,0.7,0.9,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2000,09,0.0,0.0,0.5,0.7,0.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2000,10,0.0,0.0,0.5,0.7,0.7,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2000,11,0.0,0.0,0.5,0.8,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2000,12,0.0,0.0,0.5,0.8,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2000,13,0.0,0.0,0.5,0.8,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2000,14,0.0,0.0,0.5,0.8,0.6,1.1,0.0,0.0,0.0,0.0,0.0,0.0
2000,15,0.0,0.0,0.5,0.8,0.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0
2000,16,0.0,0.0,0.5,0.8,0.3,0.9,0.0,0.0,0.0,0.0,0.0,0.0
2000,17,0.4,0.0,0.5,0.8,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,18,0.2,0.0,0.5,0.8,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,19,0.2,0.0,0.5,0.3,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,20,0.1,0.0,0.5,0.2,0.2,0.9,0.0,0.0,0.0,0.0,0.0,0.0
2000,21,0.0,0.0,0.5,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
2000,22,0.0,0.0,0.5,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.2
2000,23,0.0,0.3,0.5,0.2,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
2000,24,0.0,0.3,0.5,0.2,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0
2000,25,0.0,0.3,0.6,0.3,0.1,0.4,0.0,0.0,0.0,0.0,0.0,0.0
2000,26,0.0,0.3,0.6,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
2000,27,0.0,0.3,0.6,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
2000,28,0.0,0.2,0.6,0.7,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2000,29,0.0,0.2,0.6,0.7,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0
2000,30,0.0,0.2,0.6,0.7,,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2000,31,0.0,,0.6,0.8,,0.3,,0.0,,0.0,0.0,
2001,01,0.0,0.0,1.2,1.8,3.7,5.1,5.0,0.0,0.0,0.0,0.0,0.0
2001,02,0.0,0.0,1.2,1.8,3.7,5.1,4.6,0.0,0.0,0.0,0.0,0.0
2001,03,0.0,0.0,1.2,1.8,3.8,5.1,4.1,0.0,0.0,0.0,0.0,0.0
2001,04,0.0,0.1,1.2,1.8,3.8,5.2,3.5,0.0,0.0,0.0,0.0,0.0
2001,05,0.0,0.1,1.2,1.8,3.8,5.2,3.1,0.0,0.0,0.0,0.0,0.0
2001,06,0.0,0.2,1.2,1.8,3.8,5.3,2.7,0.0,0.0,0.0,0.0,0.0
2001,07,0.0,0.2,1.2,1.8,3.9,5.1,2.5,0.0,0.0,0.0,0.0,0.0
2001,08,0.0,0.3,1.2,1.8,3.9,5.9,2.1,0.0,0.0,0.0,0.0,0.0
2001,09,0.0,0.4,1.2,1.8,4.0,5.9,1.3,0.0,0.0,0.0,0.0,0.0
2001,10,0.0,0.4,1.2,1.9,4.0,5.9,0.7,0.0,0.0,0.0,0.0,0.0
2001,11,0.0,0.4,1.2,1.9,4.1,5.9,0.3,0.0,0.0,0.0,0.0,0.0
2001,12,0.0,0.6,1.2,1.9,4.1,5.8,0.0,0.0,0.0,0.0,0.0,0.0
2001,13,0.0,0.6,1.4,2.2,4.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0
2001,14,0.0,0.6,1.4,2.2,4.3,5.8,0.0,0.0,0.0,0.0,0.0,0.0
2001,15,0.0,0.7,1.4,2.2,4.3,5.7,0.0,0.0,0.0,0.0,0.0,0.0
2001,16,0.0,0.7,1.4,2.3,4.3,5.7,0.0,0.0,0.0,0.0,0.0,0.0
2001,17,0.0,0.7,1.4,2.6,4.4,5.7,0.0,0.0,0.0,0.0,0.0,0.0
2001,18,0.0,0.7,1.4,2.6,4.4,5.7,0.0,0.0,0.0,0.0,0.0,0.0
2001,19,0.0,0.7,1.4,2.6,4.4,5.7,0.0,0.0,0.0,0.0,0.0,0.0
2001,20,0.0,0.7,1.4,2.6,4.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0
2001,21,0.0,0.7,1.4,2.7,4.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0
2001,22,0.0,0.7,1.4,2.7,4.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0
2001,23,0.0,0.7,1.4,2.8,4.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0
2001,24,0.0,1.2,1.4,2.8,4.4,5.5,0.0,0.0,0.0,0.0,0.0,0.0
2001,25,0.0,1.3,1.4,2.9,4.4,5.5,0.0,0.0,0.0,0.0,0.0,0.0
2001,26,0.0,1.3,1.7,2.9,4.4,5.5,0.0,0.0,0.0,0.0,0.0,0.0
2001,27,0.0,1.3,1.7,3.0,4.6,5.4,0.0,0.0,0.0,0.0,0.0,0.0
2001,28,0.0,1.3,1.8,3.6,4.8,5.3,0.0,0.0,0.0,0.0,0.0,0.0
2001,29,0.0,1.3,1.8,3.6,,5.2,0.0,0.0,0.0,0.0,0.0,0.0
2001,30,0.0,1.3,1.8,3.6,,5.2,0.0,0.0,0.0,0.0,0.0,0.0
2001,31,0.0,,1.8,3.7,,5.1,,0.0,,0.0,0.0,
2002,01,0.0,0.0,0.7,0.8,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,02,0.0,0.0,0.7,0.9,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,03,0.0,0.0,0.7,0.9,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,04,0.0,0.0,0.6,0.9,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,05,0.0,0.0,0.6,0.9,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,06,0.0,0.0,0.6,0.9,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,07,0.0,0.0,0.6,0.9,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,08,0.0,0.0,0.6,0.9,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,09,0.0,0.0,0.6,0.9,1.8,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,10,0.0,0.0,0.6,0.9,1.8,1.9,0.0,0.0,0.0,0.0,0.0,0.0
2002,11,0.0,0.0,0.8,1.0,1.8,1.7,0.0,0.0,0.0,0.0,0.0,0.0
2002,12,0.0,0.0,0.9,1.0,1.8,1.7,0.0,0.0,0.0,0.0,0.0,0.0
2002,13,0.0,0.0,0.9,1.0,1.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0
2002,14,0.0,0.0,0.9,1.0,1.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0
2002,15,0.0,0.0,0.9,1.0,1.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0
2002,16,0.0,0.0,0.7,1.0,1.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0
2002,17,0.0,0.0,0.7,1.0,1.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0
2002,18,0.0,0.0,0.6,1.1,1.9,0.8,0.0,0.0,0.0,0.0,0.0,0.0
2002,19,0.0,0.0,0.6,1.2,1.9,0.6,0.0,0.0,0.0,0.0,0.0,0.0
2002,20,0.0,0.0,0.6,1.2,1.9,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2002,21,0.0,0.0,0.6,1.2,1.9,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2002,22,0.0,0.0,0.6,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,23,0.0,0.4,0.6,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,24,0.0,0.5,0.6,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,25,0.0,0.5,0.6,1.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,26,0.0,0.6,0.6,1.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,27,0.0,0.7,0.6,1.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,28,0.0,0.8,0.7,1.2,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,29,0.0,0.8,0.7,1.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,30,0.0,0.8,0.7,1.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,31,0.0,,0.7,1.5,,0.0,,0.0,,0.0,0.0,
2003,01,0.0,0.0,0.2,1.1,0.5,1.9,1.4,0.0,0.0,0.0,0.0,0.0
2003,02,0.0,0.2,0.0,0.8,0.4,1.6,1.2,0.0,0.0,0.0,0.0,0.0
2003,03,0.0,0.1,0.2,0.8,0.3,1.6,0.8,0.0,0.0,0.0,0.0,0.0
2003,04,0.0,0.1,0.6,1.0,0.1,1.6,0.6,0.0,0.0,0.0,0.0,0.0
2003,05,0.0,0.2,0.5,1.0,0.3,1.6,0.4,0.0,0.0,0.0,0.0,0.0
2003,06,0.0,0.2,0.5,1.1,0.3,1.6,0.4,0.0,0.0,0.0,0.0,0.0
2003,07,0.0,0.2,0.5,0.9,0.1,1.7,0.3,0.0,0.0,0.0,0.0,0.0
2003,08,0.0,0.2,0.6,0.9,0.1,1.7,0.2,0.0,0.0,0.0,0.0,0.0
2003,09,0.0,0.3,0.4,0.9,0.4,1.7,0.2,0.0,0.0,0.0,0.0,0.0
2003,10,0.0,0.1,0.4,0.9,0.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0
2003,11,0.0,0.1,0.4,0.9,0.4,1.7,0.0,0.0,0.0,0.0,0.0,0.0
2003,12,0.0,0.0,0.4,0.9,0.3,1.7,0.0,0.0,0.0,0.0,0.0,0.0
2003,13,0.0,0.0,0.6,0.9,0.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0
2003,14,0.0,0.0,0.6,0.9,0.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0
2003,15,0.0,0.0,0.6,0.9,0.4,0.9,0.2,0.0,0.0,0.0,0.0,0.0
2003,16,0.0,0.0,0.6,0.9,0.6,0.6,0.3,0.0,0.0,0.0,0.0,0.0
2003,17,0.0,0.0,0.7,0.9,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0
2003,18,0.0,0.0,0.9,0.9,0.8,0.7,0.0,0.0,0.0,0.0,0.0,0.0
2003,19,0.0,0.0,0.9,1.1,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,20,0.0,0.0,0.9,1.0,1.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0
2003,21,0.0,0.0,0.9,1.0,1.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0
2003,22,0.0,0.0,0.9,1.1,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0
2003,23,0.0,0.0,1.0,1.0,1.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0
2003,24,0.1,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,25,0.0,0.0,1.0,1.0,1.1,1.9,0.0,0.0,0.0,0.0,0.0,0.0
2003,26,0.0,0.0,1.0,1.0,1.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0
2003,27,0.2,0.0,1.0,1.0,1.5,1.6,0.0,0.0,0.0,0.0,0.0,0.0
2003,28,0.0,0.0,1.0,0.8,1.8,1.1,0.0,0.0,0.0,0.0,0.0,0.0
2003,29,0.0,0.0,1.0,0.8,,1.1,0.0,0.0,0.0,0.0,0.0,0.0
2003,30,0.1,0.1,1.0,0.8,,1.3,0.0,0.0,0.0,0.0,0.0,0.0
2003,31,0.1,,0.9,0.6,,1.4,,0.0,,0.0,0.0,
2004,01,0.0,0.0,1.0,2.2,2.5,3.7,0.2,0.0,0.0,0.0,0.0,0.0
2004,02,0.0,0.0,1.1,2.1,2.5,3.7,0.4,0.0,0.0,0.0,0.0,0.0
2004,03,0.0,0.0,1.0,2.1,2.6,4.0,0.9,0.0,0.0,0.0,0.0,0.0
2004,04,0.0,0.0,1.0,2.0,2.8,4.1,1.0,0.0,0.0,0.0,0.0,0.0
